date,Open,High,Low,Close,BBandMA2,RSI6,RSI12,ADX2,three_openposition,openposition
2012/4/5,7651,7663,7523,7619,7698.5,0.18,0.31,91.38,-4865,2533
2012/4/6,7640,7688,7613,7672,7645.5,0.27,0.35,79.98,1892,4638
2012/4/9,7572,7633,7503,7577,7624.5,0.22,0.31,83.24,6157,3842
2012/4/10,7633,7683,7579,7610,7593.5,0.28,0.34,53.01,7976,3669
2012/4/11,7511,7650,7507,7638,7624,0.33,0.36,57.05,11231,4809
2012/4/12,7610,7648,7568,7634,7636,0.33,0.36,59.06,8952,6551
2012/4/13,7701,7766,7685,7755,7694.5,0.54,0.46,60.59,12226,6072
2012/4/16,7700,7734,7681,7712,7733.5,0.47,0.43,57.35,11465,3971
2012/4/17,7708,7739,7585,7597,7654.5,0.34,0.37,55.78,3591,3703
2012/4/18,7690,7692,7599,7620,7608.5,0.38,0.39,55,3044,-2862
2012/4/19,7591,7626,7510,7613,7616.5,0.38,0.39,71.15,5620,-3227
2012/4/20,7581,7599,7489,7515,7564,0.27,0.34,80.84,2622,-2489
2012/4/23,7499,7510,7416,7478,7496.5,0.25,0.32,88.71,4193,-1505
2012/4/24,7451,7534,7434,7488,7483,0.27,0.33,63.57,6976,-2308
2012/4/25,7544,7573,7510,7539,7513.5,0.40,0.38,46.49,6277,-2049
2012/4/26,7577,7585,7480,7496,7517.5,0.34,0.36,36.36,4122,-1323
2012/4/27,7546,7561,7435,7446,7471,0.28,0.33,52.07,2509,-1879
2012/4/30,7444,7469,7395,7465,7455.5,0.33,0.35,67.98,2854,-824
2012/5/2,7496,7683,7491,7675,7570,0.66,0.53,69.52,7662,143
2012/5/3,7676,7676,7635,7657,7666,0.63,0.51,70.29,6007,202
2012/5/4,7615,7685,7583,7664,7660.5,0.64,0.52,38.12,6554,-194
2012/5/7,7557,7578,7491,7502,7583,0.40,0.41,50.93,745,110
2012/5/8,7520,7545,7493,7520,7511,0.42,0.42,57.33,2827,1156
2012/5/9,7468,7490,7417,7459,7489.5,0.36,0.39,72.68,1754,1900
2012/5/10,7425,7516,7425,7479,7469,0.39,0.41,50.81,4288,2986
2012/5/11,7458,7464,7356,7366,7422.5,0.28,0.35,62.09,-2025,1404
2012/5/14,7376,7398,7327,7369,7367.5,0.29,0.35,72.31,2022,746
2012/5/15,7305,7406,7290,7384,7376.5,0.32,0.36,81.51,2981,48
2012/5/16,7356,7386,7250,7255,7319.5,0.21,0.30,88.45,-1328,-2774
2012/5/17,7266,7333,7251,7314,7284.5,0.34,0.36,91.91,-2842,-3876
2012/5/18,7164,7230,7128,7135,7224.5,0.21,0.28,95.64,-3209,-5655
2012/5/21,7179,7209,7156,7184,7159.5,0.30,0.32,97.5,214,-6007
2012/5/22,7250,7260,7202,7236,7210,0.38,0.37,57.69,-893,-4492
2012/5/23,7151,7170,7090,7135,7185.5,0.30,0.32,62.39,-954,-5069
2012/5/24,7156,7178,7082,7129,7132,0.29,0.32,64.75,-2678,-5478
2012/5/25,7155,7159,7048,7058,7093.5,0.24,0.29,73.6,-4827,-6175
2012/5/28,7072,7133,7025,7114,7086,0.35,0.34,81.42,-4271,-6607
2012/5/29,7124,7336,7105,7294,7204,0.58,0.48,78.63,2844,-4468
2012/5/30,7270,7273,7196,7234,7264,0.51,0.44,77.24,-3866,-5128
2012/5/31,7142,7255,7085,7217,7225.5,0.49,0.43,58.38,-890,-4412
2012/6/1,7200,7210,7075,7096,7156.5,0.36,0.37,52.15,-484,-4858
2012/6/4,6927,6930,6832,6869,6982.5,0.23,0.29,71.67,33,-8624
2012/6/5,6949,7005,6925,6970,6919.5,0.36,0.36,48.86,3490,-7431
2012/6/6,6989,7055,6958,7015,6992.5,0.41,0.39,31.09,4420,-6958
2012/6/7,7135,7146,7020,7047,7031,0.45,0.41,45.26,4399,-5953
2012/6/8,7007,7040,6946,6955,7001,0.37,0.37,29.89,3981,-6345
2012/6/11,7090,7136,7059,7092,7023.5,0.52,0.45,38.96,5462,-3164
2012/6/12,6976,7038,6962,7019,7055.5,0.45,0.42,34.3,5983,-4843
2012/6/13,7049,7070,7002,7048,7033.5,0.48,0.44,19,6972,-3091
2012/6/14,7042,7107,7033,7063,7055.5,0.50,0.45,29.31,7039,-3662
2012/6/15,7050,7160,7042,7154,7108.5,0.61,0.50,50.05,11361,-1385
2012/6/18,7300,7323,7244,7265,7209.5,0.70,0.56,71.53,8518,-1482
2012/6/19,7266,7270,7234,7265,7265,0.70,0.56,74.03,9245,568
2012/6/20,7293,7320,7281,7311,7288,0.74,0.59,80.69,7089,-1825
2012/6/21,7160,7163,7093,7117,7214,0.45,0.47,69.36,6153,-1079
2012/6/22,7002,7047,6995,7034,7075.5,0.38,0.43,73.08,963,1888
2012/6/25,6952,6978,6938,6948,6991,0.31,0.39,78.91,-2155,4873
2012/6/26,6944,6960,6923,6939,6943.5,0.31,0.39,82.99,802,4631
2012/6/27,6918,7005,6898,6986,6962.5,0.39,0.42,42.67,3015,4819
2012/6/28,7021,7037,6962,7001,6993.5,0.41,0.43,42.27,4996,5051
2012/6/29,6982,7128,6981,7114,7057.5,0.58,0.51,62.33,7525,3678
2012/7/2,7133,7152,7107,7136,7125,0.60,0.52,74.73,8769,5792
2012/7/3,7177,7280,7161,7228,7182,0.70,0.57,85.7,13751,2934
2012/7/4,7268,7327,7251,7290,7259,0.74,0.60,91.77,15950,3362
2012/7/5,7303,7321,7277,7297,7293.5,0.75,0.61,94.81,17344,4330
2012/7/6,7288,7319,7237,7272,7284.5,0.69,0.59,52.44,15193,4447
2012/7/9,7204,7272,7202,7236,7254,0.60,0.56,53.22,14447,3909
2012/7/10,7251,7270,7162,7181,7208.5,0.49,0.51,65.74,9759,4509
2012/7/11,7138,7204,7133,7186,7183.5,0.50,0.52,76.71,10940,5750
2012/7/12,7186,7188,7067,7079,7132.5,0.33,0.44,86.28,4707,6857
2012/7/13,7070,7108,7045,7071,7075,0.32,0.43,91.71,2784,5759
2012/7/16,7089,7110,7020,7057,7064,0.30,0.42,95.01,829,7136
2012/7/17,7048,7136,7030,7107,7082,0.44,0.47,50.97,1623,4743
2012/7/18,7110,7117,7056,7060,7083.5,0.36,0.43,28.96,-5185,1576
2012/7/19,6974,7032,6945,7022,7041,0.31,0.41,59.23,5146,2344
2012/7/20,7022,7039,6996,7013,7017.5,0.29,0.40,64.83,3558,2448
2012/7/23,6915,6932,6845,6873,6943,0.17,0.31,79.65,63,2988
2012/7/24,6862,6889,6850,6874,6873.5,0.17,0.31,87.06,-512,2525
2012/7/25,6782,6912,6775,6846,6860,0.15,0.30,92.47,1873,1010
2012/7/26,6856,6905,6832,6875,6860.5,0.25,0.33,95.18,2649,1581
2012/7/27,6969,7031,6946,7028,6951.5,0.58,0.49,78.38,6609,1535
2012/7/30,7082,7102,7055,7078,7053,0.64,0.53,79.12,9360,-643
2012/7/31,7102,7179,7061,7157,7117.5,0.72,0.58,84.61,10446,-475
2012/8/1,7139,7212,7135,7194,7175.5,0.75,0.61,88.85,15516,485
2012/8/3,7140,7164,7116,7140,7167,0.63,0.56,65.98,13319,843
2012/8/6,7278,7314,7236,7237,7188.5,0.72,0.62,77.4,7643,637
2012/8/7,7233,7263,7223,7236,7236.5,0.72,0.62,71.57,8323,517
2012/8/8,7306,7336,7277,7300,7268,0.78,0.65,78.56,15523,-2345
2012/8/9,7371,7452,7346,7438,7369,0.85,0.72,86.74,19529,-3628
2012/8/10,7453,7465,7425,7444,7441,0.85,0.72,91.15,19304,-3360
2012/8/13,7444,7475,7430,7453,7448.5,0.86,0.73,93.72,19690,-2400
2012/8/14,7484,7545,7451,7495,7474,0.88,0.74,96.29,16378,-1012
2012/8/15,7489,7497,7433,7468,7481.5,0.79,0.71,71.38,11868,-3308
2012/8/16,7460,7520,7441,7493,7480.5,0.81,0.72,69.7,13866,-1433
2012/8/17,7503,7511,7467,7474,7483.5,0.74,0.70,68.85,10689,205
2012/8/20,7464,7475,7398,7441,7457.5,0.63,0.65,70.01,14957,1133
2012/8/21,7465,7553,7458,7515,7478,0.74,0.70,55.22,14915,-1004
2012/8/22,7494,7508,7453,7490,7502.5,0.66,0.67,42.4,13130,-572
2012/8/23,7476,7534,7468,7513,7501.5,0.70,0.68,51.67,12228,-428
2012/8/24,7450,7490,7442,7487,7500,0.61,0.65,33.26,13470,-184
2012/8/27,7535,7551,7452,7454,7470.5,0.52,0.60,48.74,7182,160
2012/8/28,7435,7443,7375,7399,7426.5,0.39,0.54,44.38,7430,-751
2012/8/29,7404,7413,7381,7403,7401,0.40,0.54,42.2,8486,-692
2012/8/30,7360,7395,7341,7367,7385,0.33,0.50,58.17,12436,40
2012/8/31,7375,7420,7363,7382,7374.5,0.39,0.52,29.97,10713,-468
2012/9/3,7370,7465,7352,7442,7412,0.56,0.58,44.6,11993,-468
2012/9/4,7443,7470,7430,7448,7445,0.58,0.59,54.31,8495,-1449
2012/9/5,7401,7411,7341,7344,7396,0.34,0.46,61.33,1828,-765
2012/9/6,7332,7368,7286,7332,7338,0.32,0.45,72.75,4366,72
2012/9/7,7471,7479,7404,7419,7375.5,0.54,0.54,55.84,4129,2192
2012/9/10,7421,7469,7414,7456,7437.5,0.60,0.58,47.39,9940,1863
2012/9/11,7437,7490,7436,7465,7460.5,0.62,0.58,53.42,12036,1669
2012/9/12,7525,7586,7510,7583,7524,0.76,0.67,71.73,16665,4479
2012/9/13,7592,7609,7571,7576,7579.5,0.74,0.66,82.21,13459,2783
2012/9/14,7698,7758,7671,7738,7657,0.85,0.75,90.28,11678,1016
2012/9/17,7739,7767,7726,7750,7744,0.86,0.75,94.39,10028,2994
2012/9/18,7742,7768,7713,7749,7749.5,0.85,0.75,76.77,11634,-942
2012/9/19,7757,7795,7739,7767,7758,0.86,0.76,77.18,8226,-2790
2012/9/20,7782,7786,7716,7749,7758,0.80,0.73,38.78,7444,-3146
2012/9/21,7765,7783,7748,7761,7755,0.81,0.74,19.57,7135,-2402
2012/9/24,7747,7805,7685,7775,7768,0.82,0.75,51.08,9851,-2210
2012/9/25,7792,7810,7744,7756,7765.5,0.73,0.72,56.25,6635,-2370
2012/9/26,7691,7725,7670,7700,7728,0.52,0.62,73.77,5443,-2944
2012/9/27,7683,7730,7679,7728,7714,0.59,0.65,73.47,6979,-1734
2012/9/28,7726,7748,7666,7719,7723.5,0.56,0.63,38.21,6253,-1053
2012/10/1,7690,7706,7666,7684,7701.5,0.45,0.58,20.58,6600,-1793
2012/10/2,7716,7748,7693,7729,7706.5,0.58,0.63,49.53,9343,-688
2012/10/3,7740,7742,7687,7704,7716.5,0.50,0.59,47.56,5848,-1299
2012/10/4,7707,7715,7633,7706,7705,0.51,0.59,56.92,4093,-1256
2012/10/5,7711,7733,7680,7701,7703.5,0.49,0.58,33.44,3706,-727
2012/10/8,7677,7692,7612,7625,7663,0.29,0.47,54.07,1664,-1593
2012/10/9,7629,7647,7596,7596,7610.5,0.25,0.44,67.58,-897,-2899
2012/10/11,7483,7506,7442,7444,7520,0.12,0.31,82.18,-4259,-151
2012/10/12,7434,7463,7385,7413,7428.5,0.11,0.29,90.09,-1752,2901
2012/10/15,7396,7434,7385,7425,7419,0.15,0.31,94.05,-439,2415
2012/10/16,7460,7462,7435,7458,7441.5,0.27,0.35,53.68,-793,4906
2012/10/17,7510,7525,7451,7460,7459,0.28,0.36,57.47,-4469,-2983
2012/10/18,7467,7479,7444,7453,7456.5,0.26,0.35,49.08,-3307,-3469
2012/10/19,7468,7469,7385,7387,7420,0.18,0.30,52.21,-7414,-4413
2012/10/22,7300,7360,7289,7347,7367,0.15,0.27,69.18,-4264,-3887
2012/10/23,7342,7350,7293,7299,7323,0.12,0.24,77.66,-7956,-2391
2012/10/24,7230,7347,7225,7303,7301,0.14,0.25,86.48,-6680,-3386
2012/10/25,7303,7319,7251,7254,7278.5,0.10,0.22,90.89,-8872,-2482
2012/10/26,7226,7287,7090,7092,7173,0.05,0.16,95.12,-9416,-1996
2012/10/29,7110,7153,7091,7121,7106.5,0.14,0.20,97.24,-5512,-4206
2012/10/30,7170,7220,7141,7162,7141.5,0.26,0.26,57.69,-6097,-3871
2012/10/31,7192,7212,7125,7141,7151.5,0.24,0.25,32.75,-9101,-2994
2012/11/1,7098,7192,7029,7172,7156.5,0.33,0.30,53.7,-7222,-524
2012/11/2,7214,7225,7182,7201,7186.5,0.41,0.34,35.12,-4773,1105
2012/11/5,7190,7222,7146,7181,7191,0.37,0.33,43.39,-3475,1533
2012/11/6,7180,7259,7163,7256,7218.5,0.55,0.43,31.02,-3416,1537
2012/11/7,7205,7293,7192,7256,7256,0.55,0.43,43.55,-3141,3730
2012/11/8,7168,7220,7160,7201,7228.5,0.43,0.38,29.95,-386,3073
2012/11/9,7136,7301,7126,7286,7243.5,0.60,0.48,47.61,5644,6486
2012/11/12,7265,7304,7238,7243,7264.5,0.51,0.44,57.29,1095,5013
2012/11/13,7227,7239,7092,7094,7168.5,0.31,0.33,64.27,-3628,4760
2012/11/14,7081,7150,7077,7128,7111,0.37,0.37,69.85,65,1764
2012/11/15,7095,7156,7036,7121,7124.5,0.37,0.37,78.08,457,1765
2012/11/16,7116,7179,7082,7107,7114,0.35,0.36,51.27,-1882,2266
2012/11/19,7147,7168,7120,7121,7114,0.39,0.38,37.87,-2713,2719
2012/11/20,7174,7181,7131,7159,7140,0.49,0.42,33.38,-2804,1987
2012/11/21,7176,7178,7051,7084,7121.5,0.35,0.36,56.42,-1725,-547
2012/11/22,7096,7115,7081,7089,7086.5,0.36,0.37,67.94,579,-1755
2012/11/23,7123,7327,7120,7319,7204,0.71,0.58,74.92,6658,-2222
2012/11/26,7362,7409,7357,7388,7353.5,0.76,0.62,82.12,5114,211
2012/11/27,7410,7435,7380,7421,7404.5,0.78,0.64,86.82,7459,-194
2012/11/28,7407,7439,7390,7429,7425,0.79,0.65,89.43,7929,-1666
2012/11/29,7470,7539,7465,7525,7477,0.84,0.70,93.71,13139,-3033
2012/11/30,7535,7605,7524,7594,7559.5,0.87,0.73,96.35,14475,-2969
2012/12/3,7596,7647,7560,7599,7596.5,0.87,0.73,97.87,12550,-2110
2012/12/4,7560,7603,7548,7593,7596,0.85,0.72,80.55,11519,-609
2012/12/5,7593,7678,7576,7651,7622,0.88,0.75,84.65,13046,-657
2012/12/6,7654,7673,7623,7639,7645,0.84,0.73,86.7,13797,-61
2012/12/7,7658,7691,7642,7659,7649,0.85,0.74,89.97,13746,-25
2012/12/10,7680,7686,7600,7623,7641,0.72,0.69,61.27,13785,363
2012/12/11,7639,7645,7579,7638,7630.5,0.74,0.70,60.21,14130,-946
2012/12/12,7657,7725,7652,7695,7666.5,0.80,0.74,60.23,13769,-1130
2012/12/13,7718,7778,7708,7773,7734,0.86,0.77,70.15,13049,1255
2012/12/14,7738,7747,7701,7704,7738.5,0.66,0.68,64.63,7406,65
2012/12/17,7690,7707,7615,7649,7676.5,0.54,0.61,61.7,5889,-126
2012/12/18,7660,7665,7621,7653,7651,0.54,0.62,60.24,5743,-845
2012/12/19,7698,7709,7655,7659,7656,0.56,0.62,48.57,2538,-4157
2012/12/20,7631,7633,7556,7559,7609,0.36,0.51,55.84,296,-3167
2012/12/21,7565,7578,7472,7492,7525.5,0.28,0.45,69.69,295,-2581
2012/12/22,7556,7558,7523,7527,7509.5,0.37,0.48,76.61,388,-2313
2012/12/24,7500,7564,7491,7521,7524,0.36,0.48,83.84,1211,-3381
2012/12/25,7555,7688,7538,7671,7596,0.63,0.60,70.9,1080,-1463
2012/12/26,7651,7685,7623,7632,7651.5,0.56,0.57,64.44,-1097,-924
2012/12/27,7602,7666,7584,7628,7630,0.55,0.56,42.35,-1215,-1360
2012/12/28,7650,7708,7647,7677,7652.5,0.63,0.60,42.08,-298,-1243
2013/1/2,7720,7804,7702,7773,7725,0.73,0.66,62.38,2935,-616
2013/1/3,7811,7836,7803,7824,7798.5,0.78,0.69,75.29,2343,2634
2013/1/4,7800,7809,7751,7775,7799.5,0.66,0.63,41.44,2710,3495
2013/1/7,7743,7774,7700,7741,7758,0.58,0.60,47.59,1780,4306
2013/1/8,7732,7747,7673,7709,7725,0.52,0.57,58.67,-415,4156
2013/1/9,7686,7774,7682,7738,7723.5,0.57,0.59,29.5,3061,1334
2013/1/10,7762,7846,7759,7833,7785.5,0.70,0.65,48.98,4135,896
2013/1/11,7863,7867,7796,7802,7817.5,0.63,0.62,63.23,-1610,1650
2013/1/14,7730,7828,7705,7823,7812.5,0.66,0.63,56.09,392,3462
2013/1/15,7800,7812,7728,7743,7783,0.48,0.55,52.51,-1693,3466
2013/1/16,7750,7769,7698,7718,7730.5,0.44,0.52,63.09,-377,-724
2013/1/17,7702,7767,7582,7614,7666,0.30,0.44,78.77,1802,-942
2013/1/18,7692,7723,7666,7712,7663,0.48,0.52,86.61,3016,1128
2013/1/21,7683,7736,7645,7704,7708,0.47,0.51,91.54,3027,1287
2013/1/22,7722,7765,7672,7748,7726,0.55,0.55,46.76,5898,895
2013/1/23,7777,7788,7714,7722,7735,0.50,0.52,46.08,1459,604
2013/1/24,7688,7728,7625,7683,7702.5,0.43,0.49,56.62,843,931
2013/1/25,7662,7688,7612,7650,7666.5,0.37,0.46,64.92,-1305,2568
2013/1/28,7620,7731,7620,7727,7688.5,0.54,0.53,43.45,3999,2219
2013/1/29,7759,7822,7736,7812,7769.5,0.65,0.59,60,7882,673
2013/1/30,7846,7859,7791,7796,7804,0.62,0.58,72.52,4813,-348
2013/1/31,7815,7850,7778,7846,7821,0.68,0.61,60,9092,1311
2013/2/1,7859,7901,7825,7859,7852.5,0.70,0.62,69.87,7005,1260
2013/2/4,7878,7952,7872,7939,7899,0.78,0.67,80.39,6276,2876
2013/2/5,7885,7913,7868,7901,7920,0.68,0.63,78.05,2350,2846
2013/2/6,7916,7952,7891,7901,7901,0.68,0.63,84.27,2428,2798
2013/2/18,7967,7978,7913,7936,7918.5,0.73,0.65,89.51,5758,3087
2013/2/19,7950,7970,7941,7958,7947,0.75,0.67,92.13,7918,3079
2013/2/20,8008,8027,7983,8022,7990,0.82,0.71,95.53,7021,-1687
2013/2/21,7987,7998,7948,7949,7985.5,0.60,0.62,48.03,4825,-2925
2013/2/22,7939,7976,7903,7951,7950,0.61,0.62,51.89,4421,-2407
2013/2/23,7974,7994,7970,7992,7971.5,0.67,0.65,29.73,4853,-1704
2013/2/25,7985,7992,7935,7941,7966.5,0.53,0.58,43.89,3610,-1519
2013/2/26,7893,7920,7862,7883,7912,0.42,0.52,65.54,3761,-3448
2013/2/27,7907,7909,7862,7879,7881,0.41,0.52,76.37,2733,-3943
2013/3/1,7945,7950,7920,7936,7907.5,0.55,0.57,51.64,3557,-2119
2013/3/4,7935,7937,7827,7844,7890,0.38,0.48,58.97,-3078,-2972
2013/3/5,7867,7931,7862,7911,7877.5,0.51,0.54,62.63,4608,-1408
2013/3/6,7980,7998,7935,7945,7928,0.57,0.56,54.63,4036,-636
2013/3/7,7933,7982,7921,7939,7942,0.55,0.56,34.43,5651,-1468
2013/3/8,7968,8032,7965,8008,7973.5,0.66,0.61,50.58,9890,-1376
2013/3/11,8010,8068,7993,8042,8025,0.71,0.64,66.45,10110,1212
2013/3/12,8040,8058,7983,7998,8020,0.59,0.59,55.56,7594,-813
2013/3/13,8000,8035,7951,7989,7993.5,0.57,0.58,46.63,6718,-51
2013/3/14,7997,7997,7941,7950,7969.5,0.47,0.53,50.34,3075,197
2013/3/15,7969,7986,7906,7909,7929.5,0.39,0.49,67.07,1016,1099
2013/3/18,7857,7868,7790,7792,7850.5,0.24,0.39,82,-1274,-445
2013/3/19,7838,7852,7816,7831,7811.5,0.34,0.43,89.47,648,1087
2013/3/20,7780,7842,7775,7795,7813,0.30,0.40,94.02,-1818,-3883
2013/3/21,7803,7816,7781,7796,7795.5,0.30,0.40,96.3,-2442,-4686
2013/3/22,7780,7814,7764,7774,7785,0.27,0.38,97.77,-1705,-5845
2013/3/25,7842,7865,7826,7850,7812,0.48,0.47,72.8,1243,-4131
2013/3/26,7845,7848,7822,7835,7842.5,0.45,0.46,52.64,200,-3509
2013/3/27,7841,7876,7827,7862,7848.5,0.52,0.49,62.56,2175,-4072
2013/3/28,7859,7875,7820,7843,7852.5,0.47,0.47,47.81,1228,-4784
2013/3/29,7884,7935,7871,7923,7883,0.64,0.55,67.1,8501,-2038
2013/4/1,7938,7942,7907,7918,7920.5,0.63,0.55,77.81,6987,-2418
2013/4/2,7907,7927,7875,7903,7910.5,0.58,0.53,50.16,6826,-2922
2013/4/3,7944,7953,7910,7936,7919.5,0.65,0.57,43.78,9138,586
2013/4/8,7859,7870,7733,7737,7836.5,0.29,0.38,62.92,-8871,494
2013/4/9,7717,7750,7697,7708,7722.5,0.26,0.36,74.83,-8771,254
2013/4/10,7737,7745,7713,7726,7717,0.31,0.38,80.79,-6880,1221
2013/4/11,7776,7825,7759,7816,7771,0.50,0.47,62.29,2841,2685
2013/4/12,7822,7832,7783,7784,7800,0.45,0.45,56.1,1076,664
2013/4/15,7763,7816,7729,7761,7772.5,0.41,0.43,50.1,3601,-204
2013/4/16,7710,7786,7693,7775,7768,0.44,0.44,59.83,3499,1902
2013/4/17,7783,7809,7772,7808,7791.5,0.52,0.48,33.51,3672,238
2013/4/18,7715,7775,7700,7750,7779,0.40,0.43,52.7,5860,-2340
2013/4/19,7784,7945,7782,7942,7846,0.68,0.59,56.33,14837,-3976
2013/4/22,7952,7976,7938,7955,7948.5,0.70,0.60,62.52,11308,-5116
2013/4/23,7942,7951,7896,7926,7940.5,0.63,0.57,34.23,10182,-4751
2013/4/24,7967,8015,7949,7992,7959,0.71,0.62,45.08,11328,-1559
2013/4/25,7976,8009,7970,8005,7998.5,0.72,0.62,50.5,14324,-933
2013/4/26,8010,8066,7996,7997,8001,0.70,0.62,67.63,15111,-2407
2013/4/29,8010,8042,8001,8021,8009,0.73,0.63,76.2,17824,-4454
2013/4/30,8067,8122,8062,8098,8059.5,0.80,0.68,86.47,17713,-3279
2013/5/2,8083,8127,8083,8119,8108.5,0.82,0.70,91.75,20812,-3423
2013/5/3,8139,8174,8119,8140,8129.5,0.84,0.71,95.32,19151,-2173
2013/5/6,8200,8209,8154,8168,8154,0.86,0.73,97.37,19168,-1135
2013/5/7,8180,8187,8150,8174,8171,0.86,0.73,88.49,22489,-542
2013/5/8,8188,8302,8186,8269,8221.5,0.92,0.78,92.73,21306,-1669
2013/5/9,8301,8330,8290,8313,8291,0.93,0.80,95.29,18809,-1070
2013/5/10,8294,8312,8280,8309,8311,0.91,0.79,79.45,18427,1841
2013/5/13,8311,8314,8229,8260,8284.5,0.72,0.71,60.14,17920,1827
2013/5/14,8280,8307,8244,8272,8266,0.73,0.72,50.49,16962,-22
2013/5/15,8299,8311,8260,8303,8287.5,0.77,0.74,33.91,13800,-2660
2013/5/16,8325,8440,8320,8423,8363,0.87,0.80,61.97,13051,205
2013/5/17,8405,8423,8386,8401,8412,0.80,0.76,76,8960,-1151
2013/5/20,8398,8401,8341,8386,8393.5,0.74,0.74,46.27,8959,38
2013/5/21,8380,8441,8357,8390,8388,0.75,0.74,43.95,11205,-383
2013/5/22,8435,8449,8392,8396,8393,0.76,0.75,47.66,7103,-134
2013/5/23,8337,8355,8210,8213,8304.5,0.33,0.50,65,3683,1483
2013/5/24,8238,8248,8146,8220,8216.5,0.35,0.51,77.06,3416,1051
2013/5/27,8184,8268,8184,8257,8238.5,0.44,0.55,64.81,7672,2024
2013/5/28,8268,8283,8245,8257,8257,0.44,0.55,41.55,5625,1820
2013/5/29,8257,8345,8246,8315,8286,0.57,0.60,50.08,9555,1426
2013/5/30,8304,8304,8204,8230,8272.5,0.40,0.50,32.87,6027,2213
2013/5/31,8277,8342,8226,8242,8236,0.43,0.52,35.13,2614,3654
2013/6/3,8100,8205,8092,8191,8216.5,0.35,0.46,51.34,7524,1323
2013/6/4,8223,8228,8150,8162,8176.5,0.31,0.44,42.05,3310,2763
2013/6/5,8130,8196,8124,8146,8154,0.28,0.42,48.14,3701,659
2013/6/6,8098,8129,8061,8102,8124,0.23,0.38,65.1,-2268,2434
2013/6/7,8081,8110,8049,8087,8094.5,0.21,0.37,75.26,-4406,1073
2013/6/10,8142,8185,8128,8147,8117,0.42,0.45,59.95,-2832,1115
2013/6/11,8135,8157,8107,8126,8136.5,0.38,0.43,31.9,-3666,269
2013/6/13,8050,8055,7931,7932,8029,0.18,0.29,56.88,-11366,320
2013/6/14,7983,7985,7905,7921,7926.5,0.17,0.29,71.15,-12540,-1374
2013/6/17,7923,7982,7920,7972,7946.5,0.31,0.35,78.29,-9587,-924
2013/6/18,7971,8011,7937,7996,7984,0.36,0.38,39.69,-2218,5458
2013/6/19,8005,8038,7987,8019,8007.5,0.42,0.41,43.38,-3502,4024
2013/6/20,7795,7819,7739,7750,7884.5,0.19,0.26,63.98,-7783,4527
2013/6/21,7600,7680,7589,7658,7704,0.15,0.23,78.29,-12591,1381
2013/6/24,7628,7663,7602,7629,7643.5,0.14,0.22,85.44,-12426,3339
2013/6/25,7613,7683,7580,7604,7616.5,0.13,0.21,89.89,-15124,740
2013/6/26,7650,7689,7609,7638,7621,0.22,0.25,81.12,-12333,1854
2013/6/27,7735,7746,7700,7715,7676.5,0.37,0.33,63.19,-10818,3740
2013/6/28,7755,7860,7729,7828,7771.5,0.54,0.43,74.25,-3191,143
2013/7/1,7818,7916,7811,7903,7865.5,0.62,0.49,82.86,941,1849
2013/7/2,7905,7920,7880,7906,7904.5,0.62,0.49,87.4,240,1390
2013/7/3,7884,7894,7806,7811,7858.5,0.47,0.43,62.6,-1266,-49
