date,Open,High,Low,Close,BBandMA2,RSI6,RSI12,ADX2,three_openposition,openposition
2013/7/4,7839,7864,7802,7842,7826.5,0.52,0.45,52.32,-1258,-82
2013/7/5,7885,7979,7871,7964,7903,0.66,0.54,61.71,2474,110
2013/7/8,7955,7964,7820,7830,7897,0.48,0.45,30.99,-2786,1403
2013/7/9,7830,7931,7823,7922,7876,0.57,0.51,15.63,4488,2552
2013/7/10,7938,8017,7921,7959,7940.5,0.61,0.53,44.66,7566,1725
2013/7/11,8107,8166,8061,8164,8061.5,0.75,0.63,68.63,5456,-187
2013/7/12,8164,8188,8138,8183,8173.5,0.76,0.64,81.26,4789,1526
2013/7/15,8141,8238,8135,8216,8199.5,0.77,0.65,88.93,5363,3549
2013/7/16,8230,8233,8193,8230,8223,0.78,0.66,92.76,6877,7548
2013/7/17,8209,8257,8202,8241,8235.5,0.79,0.66,95.46,4280,-64
2013/7/18,8158,8169,8088,8100,8170.5,0.53,0.55,79.27,2814,1576
2013/7/19,8059,8073,7953,7957,8028.5,0.37,0.46,83.33,-1846,1282
2013/7/22,7974,8053,7970,8019,7988,0.46,0.50,85.36,1568,257
2013/7/23,8068,8156,8060,8134,8076.5,0.58,0.56,61.54,2663,-475
2013/7/24,8142,8148,8100,8124,8129,0.56,0.56,49.64,3111,-13
2013/7/25,8100,8158,8056,8108,8116,0.54,0.55,42.65,2762,-2192
2013/7/26,8109,8183,8088,8099,8103.5,0.53,0.54,29.08,286,-3064
2013/7/29,8082,8108,8017,8033,8066,0.42,0.49,46.16,-569,-3494
2013/7/30,8060,8145,8057,8128,8080.5,0.57,0.55,25.36,2980,-5369
2013/7/31,8120,8133,8046,8049,8088.5,0.45,0.50,20.75,-4822,-4925
2013/8/1,8049,8080,8000,8044,8046.5,0.45,0.50,44.59,-7953,-4502
2013/8/2,8098,8146,8048,8061,8052.5,0.48,0.51,42.11,-5939,-1866
2013/8/5,8072,8108,8022,8099,8080,0.55,0.54,24.68,-1885,-1426
2013/8/6,8059,8075,7972,7991,8045,0.38,0.46,42.1,-9561,979
2013/8/7,7912,7939,7845,7847,7919,0.25,0.37,65.81,-10069,1633
2013/8/8,7875,7893,7844,7845,7846,0.25,0.37,77.73,-11341,2403
2013/8/9,7848,7882,7802,7824,7834.5,0.23,0.36,86.23,-10333,3939
2013/8/12,7848,7882,7820,7858,7841,0.32,0.39,90.49,-8194,3943
2013/8/13,7894,7959,7887,7951,7904.5,0.50,0.47,74.12,-5196,4254
2013/8/14,7959,7960,7888,7927,7939,0.46,0.46,66.35,-6685,8045
2013/8/15,7843,7878,7805,7859,7893,0.37,0.41,64.77,-7599,6637
2013/8/16,7809,7944,7800,7914,7886.5,0.47,0.46,45.65,-4884,5779
2013/8/19,7878,7903,7855,7886,7900,0.43,0.44,36.09,-5479,8280
2013/8/20,7850,7920,7800,7806,7846,0.33,0.39,45.71,-8337,7726
2013/8/22,7700,7823,7695,7813,7809.5,0.34,0.39,66.42,-7843,1896
2013/8/23,7760,7816,7753,7784,7798.5,0.31,0.38,76.77,-4322,1914
2013/8/26,7818,7844,7787,7823,7803.5,0.41,0.42,41.57,-3333,3268
2013/8/27,7802,7818,7747,7756,7789.5,0.31,0.37,49.82,-2256,3270
2013/8/28,7699,7781,7678,7777,7766.5,0.37,0.39,67.69,675,2293
2013/8/29,7798,7900,7788,7894,7835.5,0.59,0.50,55.4,4366,1027
2013/8/30,7898,7983,7880,7972,7933,0.68,0.56,63.24,818,-1575
2013/9/2,7964,8025,7956,8018,7995,0.72,0.59,71.97,2680,-2491
2013/9/3,8038,8079,8025,8052,8035,0.75,0.61,80.78,1945,-61
2013/9/4,8028,8074,8005,8071,8061.5,0.77,0.62,61.06,2933,1227
2013/9/5,8091,8141,8071,8129,8100,0.82,0.66,69.69,4149,918
2013/9/6,8129,8153,8120,8140,8134.5,0.82,0.67,76,6046,308
2013/9/9,8150,8184,8095,8159,8149.5,0.84,0.68,83.47,6344,70
2013/9/10,8189,8220,8136,8170,8164.5,0.85,0.68,89.61,7968,-502
2013/9/11,8199,8200,8131,8187,8178.5,0.86,0.70,80.1,6265,168
2013/9/12,8187,8217,8164,8193,8190,0.87,0.70,82.2,8891,1976
2013/9/13,8198,8215,8146,8147,8170,0.65,0.63,44.74,6408,1824
2013/9/14,8178,8179,8148,8162,8154.5,0.68,0.64,26.01,6477,417
2013/9/16,8214,8259,8197,8247,8204.5,0.80,0.70,57.55,6141,-2836
2013/9/17,8217,8242,8209,8240,8243.5,0.77,0.69,73.32,6397,-869
2013/9/18,8255,8268,8223,8238,8239,0.76,0.69,84.14,2513,-1255
2013/9/23,8185,8269,8180,8257,8247.5,0.79,0.71,57.03,6950,-69
2013/9/24,8251,8273,8221,8267,8262,0.81,0.71,36.56,7329,668
2013/9/25,8250,8258,8222,8233,8250,0.62,0.65,26.32,5869,2676
2013/9/26,8220,8241,8156,8181,8207,0.44,0.56,57.93,5660,2495
2013/9/27,8190,8207,8176,8182,8181.5,0.44,0.57,73.74,6386,2000
2013/9/30,8114,8156,8083,8121,8151.5,0.30,0.48,85.99,6932,779
2013/10/1,8153,8175,8138,8149,8135,0.41,0.52,66.98,5011,266
2013/10/2,8185,8192,8157,8159,8154,0.44,0.53,34.38,7529,-787
2013/10/3,8172,8385,8171,8377,8268,0.79,0.71,60.9,9232,-3625
2013/10/4,8357,8393,8345,8366,8371.5,0.76,0.70,74.58,3980,-3931
2013/10/7,8367,8370,8296,8325,8345.5,0.65,0.64,38.74,2742,-1625
2013/10/8,8302,8383,8291,8373,8349,0.71,0.68,30.23,4902,-1779
2013/10/9,8324,8377,8319,8338,8355.5,0.62,0.63,25.98,3021,-3374
2013/10/11,8439,8450,8355,8361,8349.5,0.66,0.65,55.68,1999,-851
2013/10/14,8345,8348,8273,8294,8327.5,0.50,0.56,45.06,-1146,-2900
2013/10/15,8359,8385,8338,8355,8324.5,0.60,0.61,30.07,-2381,-3311
2013/10/16,8372,8377,8340,8345,8350,0.58,0.60,22.58,-418,-2969
2013/10/17,8380,8422,8356,8364,8354.5,0.61,0.62,46.09,-1274,-1591
2013/10/18,8382,8429,8373,8417,8390.5,0.70,0.66,60.37,2300,-1004
2013/10/21,8441,8445,8393,8400,8408.5,0.64,0.63,72.99,768,1205
2013/10/22,8377,8423,8352,8416,8408,0.67,0.65,57.62,4013,-168
2013/10/23,8436,8440,8340,8359,8387.5,0.50,0.57,33.54,-2014,995
2013/10/24,8348,8400,8326,8393,8376,0.58,0.60,32.54,1207,-373
2013/10/25,8353,8366,8291,8320,8356.5,0.41,0.51,54.35,-2541,799
2013/10/28,8320,8410,8320,8389,8354.5,0.56,0.58,43.8,1183,-208
2013/10/29,8362,8435,8359,8408,8398.5,0.59,0.59,52.33,5425,-816
2013/10/30,8424,8460,8405,8440,8424,0.64,0.62,65.46,7421,-138
2013/10/31,8422,8465,8408,8429,8434.5,0.61,0.60,73.66,11601,-117
2013/11/1,8457,8476,8372,8391,8410,0.50,0.55,58.49,6183,853
2013/11/4,8360,8369,8313,8338,8364.5,0.39,0.49,70.54,1035,1557
2013/11/5,8326,8353,8255,8267,8302.5,0.29,0.42,81.58,-1720,825
2013/11/6,8281,8288,8231,8269,8268,0.29,0.43,88.3,-3755,1438
2013/11/7,8266,8279,8224,8258,8263.5,0.28,0.41,92.05,-5358,1008
2013/11/8,8230,8269,8211,8224,8241,0.23,0.38,94.7,-7466,-1802
2013/11/11,8230,8236,8179,8195,8209.5,0.19,0.36,96.88,-12247,-1976
2013/11/12,8225,8247,8172,8215,8205,0.28,0.39,67.36,-14078,-2623
2013/11/13,8186,8193,8101,8107,8161,0.17,0.30,77.43,-17414,-1671
2013/11/14,8143,8157,8085,8124,8115.5,0.23,0.33,84.12,-18104,-1929
2013/11/15,8177,8214,8148,8161,8142.5,0.35,0.38,59,-16017,-1075
2013/11/18,8194,8223,8178,8189,8175,0.43,0.42,52.1,-10998,13
2013/11/19,8224,8256,8208,8246,8217.5,0.57,0.49,63.9,-3573,-82
2013/11/20,8230,8258,8216,8219,8232.5,0.50,0.46,70.56,-8295,615
2013/11/21,8166,8170,8062,8078,8148.5,0.29,0.35,77.02,-14657,1444
2013/11/22,8078,8110,8076,8087,8082.5,0.31,0.36,80.25,-13045,1458
2013/11/25,8145,8218,8142,8192,8139.5,0.52,0.47,64.24,-7301,1073
2013/11/26,8166,8277,8154,8245,8218.5,0.60,0.52,67.61,-50,963
2013/11/27,8236,8300,8232,8297,8271,0.66,0.56,73,4630,2090
2013/11/28,8350,8392,8338,8377,8337,0.74,0.62,82.95,5318,2979
2013/11/29,8375,8428,8372,8425,8401,0.77,0.65,89.14,8922,3214
2013/12/2,8431,8447,8391,8411,8418,0.74,0.63,92.86,8177,4658
2013/12/3,8392,8424,8378,8408,8409.5,0.73,0.63,68.45,7625,4351
2013/12/4,8375,8449,8372,8434,8421,0.76,0.65,70.43,6243,2624
2013/12/5,8423,8443,8352,8378,8406,0.59,0.58,37.62,1465,3095
2013/12/6,8377,8409,8354,8384,8381,0.60,0.58,21.21,1681,3264
2013/12/9,8455,8495,8445,8456,8420,0.71,0.64,54.58,-3,4425
2013/12/10,8431,8458,8427,8454,8455,0.71,0.64,45.86,1244,4127
2013/12/11,8458,8510,8422,8432,8443,0.63,0.61,60.67,702,2949
2013/12/12,8390,8406,8358,8392,8412,0.51,0.56,45.25,-166,1183
2013/12/13,8359,8404,8352,8396,8394,0.52,0.56,41.09,-3100,1889
2013/12/16,8375,8385,8325,8334,8365,0.37,0.48,54.04,-5810,876
2013/12/17,8383,8385,8358,8361,8347.5,0.45,0.52,60.51,-6482,-700
2013/12/18,8380,8380,8338,8338,8349.5,0.40,0.49,73.41,-7786,-83
2013/12/19,8392,8431,8371,8392,8365,0.55,0.55,63.33,-6325,206
2013/12/20,8391,8428,8382,8414,8403,0.60,0.57,58.29,-2470,350
2013/12/23,8449,8495,8445,8475,8444.5,0.71,0.63,74.41,-3395,473
2013/12/24,8480,8487,8462,8481,8478,0.72,0.63,82.47,-256,1510
2013/12/25,8500,8504,8488,8500,8490.5,0.75,0.65,88.62,897,2052
2013/12/26,8510,8514,8483,8501,8500.5,0.75,0.65,92.59,1043,2791
2013/12/27,8496,8550,8490,8543,8522,0.81,0.69,95.8,2652,2783
2013/12/30,8549,8637,8546,8624,8583.5,0.88,0.75,97.79,3071,3318
2013/12/31,8650,8664,8622,8633,8628.5,0.89,0.75,98.82,1584,3059
2014/1/2,8644,8649,8585,8616,8624.5,0.80,0.72,52.27,4856,3732
2014/1/3,8595,8597,8530,8542,8579,0.53,0.60,54.11,-2268,2526
2014/1/6,8539,8561,8503,8526,8534,0.49,0.57,63.05,-4382,821
2014/1/7,8528,8575,8525,8550,8538,0.56,0.60,43.95,-4944,-657
2014/1/8,8556,8599,8550,8584,8567,0.63,0.63,39.8,-5422,886
2014/1/9,8565,8573,8514,8528,8556,0.47,0.55,42.26,-9830,1526
2014/1/10,8523,8548,8516,8541,8534.5,0.51,0.56,43.48,-7058,959
2014/1/13,8598,8629,8566,8571,8556,0.58,0.60,60.31,-8095,1667
2014/1/14,8530,8559,8514,8547,8559,0.51,0.56,37.6,-8285,2709
2014/1/15,8570,8613,8563,8610,8578.5,0.65,0.63,41.17,-4984,1994
2014/1/16,8650,8662,8610,8618,8614,0.67,0.63,56.36,-6680,2577
2014/1/17,8610,8625,8577,8604,8611,0.61,0.61,30.06,-8643,2541
2014/1/20,8585,8634,8571,8623,8613.5,0.66,0.63,25.44,-6282,3145
2014/1/21,8642,8647,8611,8621,8622,0.65,0.63,36.54,-8127,4481
2014/1/22,8595,8636,8585,8634,8627.5,0.68,0.64,36.92,-5828,4271
2014/1/23,8646,8650,8587,8597,8615.5,0.51,0.57,26.07,-8870,5228
2014/1/24,8570,8629,8551,8617,8607,0.58,0.60,43.62,-5487,2547
2014/1/27,8510,8547,8445,8449,8533,0.24,0.38,67.85,-10558,3318
2014/2/5,8302,8328,8196,8242,8345.5,0.13,0.26,83.09,-14746,1750
2014/2/6,8278,8292,8247,8276,8259,0.20,0.30,90.71,-12295,3477
2014/2/7,8327,8373,8315,8339,8307.5,0.33,0.37,46.43,-9870,3637
2014/2/10,8375,8403,8353,8354,8346.5,0.35,0.38,37.63,-8098,4828
2014/2/11,8354,8415,8346,8413,8383.5,0.46,0.44,39.61,-2294,4465
2014/2/12,8447,8496,8437,8483,8448,0.57,0.51,61.26,1587,5652
2014/2/13,8495,8495,8443,8445,8464,0.50,0.48,72.09,2570,4131
2014/2/14,8496,8568,8488,8506,8475.5,0.59,0.53,83.64,5171,2621
2014/2/17,8547,8557,8514,8526,8516,0.62,0.54,89.41,6729,5195
2014/2/18,8530,8564,8506,8562,8544,0.67,0.57,68.93,9191,5616
2014/2/19,8535,8569,8535,8556,8559,0.65,0.57,64.63,6848,-1472
2014/2/20,8530,8548,8483,8485,8520.5,0.48,0.49,68.47,6283,-36
2014/2/21,8555,8598,8555,8588,8536.5,0.64,0.58,50.98,8285,-1039
2014/2/24,8591,8605,8534,8549,8568.5,0.56,0.54,31.46,8112,-1891
2014/2/25,8603,8608,8565,8573,8561,0.60,0.56,16.74,10085,-2337
2014/2/26,8565,8627,8553,8607,8590,0.65,0.59,34.34,14272,-3085
2014/2/27,8609,8631,8602,8625,8616,0.68,0.60,47.51,16809,-2538
2014/3/3,8559,8580,8510,8566,8595.5,0.52,0.54,65.19,12006,-1495
2014/3/4,8560,8582,8539,8552,8559,0.49,0.52,70.61,9317,-1511
2014/3/5,8640,8647,8610,8619,8585.5,0.62,0.58,59.65,11829,-1654
2014/3/6,8623,8709,8619,8694,8656.5,0.72,0.64,68.91,21498,1355
2014/3/7,8730,8772,8676,8704,8699,0.73,0.64,79.42,24858,1990
2014/3/10,8673,8694,8654,8676,8690,0.65,0.61,58.72,20113,-478
2014/3/11,8690,8723,8678,8713,8694.5,0.70,0.64,61.34,18208,-1212
2014/3/12,8666,8673,8645,8659,8686,0.55,0.57,38.7,13043,-1655
2014/3/13,8702,8756,8694,8742,8700.5,0.68,0.63,52.55,17561,-1112
2014/3/14,8673,8701,8671,8692,8717,0.56,0.58,35.97,14980,-523
2014/3/17,8703,8715,8655,8699,8695.5,0.57,0.58,25.14,13599,1089
2014/3/18,8745,8751,8712,8728,8713.5,0.63,0.61,37.39,13553,3698
2014/3/19,8734,8742,8684,8696,8712,0.54,0.57,28.69,6901,-3991
2014/3/20,8638,8639,8561,8568,8632,0.32,0.44,56.48,-763,-3006
2014/3/21,8586,8598,8558,8573,8570.5,0.34,0.45,70.67,1766,-2261
2014/3/24,8550,8605,8523,8601,8587,0.41,0.48,81.31,3916,-2815
2014/3/25,8589,8660,8576,8658,8629.5,0.53,0.53,51.82,8859,-1317
2014/3/26,8708,8722,8682,8712,8685,0.62,0.58,59.33,12895,76
2014/3/27,8705,8756,8695,8754,8733,0.68,0.61,69.48,18542,898
2014/3/28,8754,8776,8729,8736,8745,0.63,0.59,77.74,14834,-717
2014/3/31,8779,8794,8734,8790,8763,0.71,0.63,84.39,17699,4446
2014/4/1,8780,8833,8773,8828,8809,0.75,0.66,90.44,21926,3451
2014/4/2,8850,8888,8841,8855,8841.5,0.78,0.68,94.58,20165,3933
2014/4/3,8858,8878,8845,8867,8861,0.79,0.69,96.64,22895,4335
2014/4/7,8811,8861,8803,8858,8862.5,0.75,0.67,64.42,23521,1359
2014/4/8,8853,8887,8837,8877,8867.5,0.78,0.69,45.81,24663,2585
2014/4/9,8886,8903,8878,8896,8886.5,0.81,0.70,49.46,26170,4239
2014/4/10,8929,8939,8866,8907,8901.5,0.82,0.71,65.72,26583,6880
2014/4/11,8850,8891,8840,8869,8888,0.63,0.64,34.7,26094,3875
2014/4/14,8870,8885,8853,8856,8862.5,0.57,0.62,19.19,24640,2325
2014/4/15,8861,8902,8859,8896,8876,0.68,0.66,36.36,28625,3182
2014/4/16,8910,8956,8887,8954,8925,0.77,0.71,63.02,17929,-3726
2014/4/17,8884,8910,8872,8895,8924.5,0.57,0.61,47.73,20891,-1354
2014/4/18,8961,8972,8916,8917,8906,0.61,0.63,64.2,18872,-1292
2014/4/21,8917,8926,8903,8922,8919.5,0.62,0.64,51.62,21171,99
2014/4/22,8925,8962,8917,8950,8936,0.68,0.66,62.42,23324,-542
2014/4/23,8970,8980,8910,8922,8936,0.57,0.61,72.63,19845,-1365
2014/4/24,8928,8942,8915,8935,8928.5,0.61,0.63,77.73,21250,-1458
2014/4/25,8925,8928,8743,8750,8842.5,0.25,0.40,82.66,10642,-4292
2014/4/28,8698,8835,8690,8818,8784,0.41,0.48,87.39,15555,-6682
2014/4/29,8828,8855,8809,8838,8828,0.45,0.50,69.01,14870,-5938
2014/4/30,8850,8857,8750,8755,8796.5,0.33,0.42,73.65,13829,-4342
2014/5/2,8768,8843,8761,8840,8797.5,0.49,0.51,75.97,19147,-3935
2014/5/5,8864,8888,8802,8828,8834,0.47,0.50,55.08,15848,-1913
2014/5/6,8849,8889,8813,8881,8854.5,0.56,0.54,45.53,16347,-2318
2014/5/7,8845,8861,8809,8839,8860,0.48,0.50,28.58,16527,-1076
2014/5/8,8860,8887,8836,8880,8859.5,0.56,0.54,51.01,18983,121
2014/5/9,8888,8889,8833,8842,8861,0.48,0.50,50.18,13964,1386
2014/5/12,8842,8850,8790,8821,8831.5,0.44,0.48,60.11,13663,862
2014/5/13,8855,8875,8821,8829,8825,0.46,0.49,35.99,14750,-1743
2014/5/14,8855,8885,8830,8883,8856,0.58,0.54,36.19,18752,-2934
2014/5/15,8868,8887,8857,8877,8880,0.57,0.54,39.47,17169,-902
2014/5/16,8842,8883,8816,8876,8876.5,0.56,0.54,55.76,17543,28
2014/5/19,8876,8901,8869,8887,8881.5,0.59,0.55,28.3,21269,3241
2014/5/20,8902,8926,8890,8896,8891.5,0.62,0.56,40.69,23283,1460
2014/5/21,8892,8909,8850,8860,8878,0.47,0.51,42.12,19862,-3920
2014/5/22,8873,8960,8866,8957,8908.5,0.70,0.61,43.55,27259,-1925
2014/5/23,8971,9014,8966,9011,8984,0.77,0.66,59.85,26756,-2863
2014/5/26,9020,9049,9009,9040,9025.5,0.80,0.68,73.05,26390,-1914
2014/5/27,9047,9058,9025,9056,9048,0.81,0.69,80.88,26268,-2216
2014/5/28,9062,9144,9055,9135,9095.5,0.87,0.74,89.16,28761,-2949
2014/5/29,9132,9149,9111,9114,9124.5,0.79,0.71,93.41,24570,-1372
2014/5/30,9121,9130,9086,9089,9101.5,0.70,0.67,50.85,23327,-2384
2014/6/3,9112,9133,9061,9106,9097.5,0.73,0.68,46.99,21689,-1085
2014/6/4,9118,9124,9097,9102,9104,0.71,0.68,45.06,21593,-2281
2014/6/5,9117,9118,9074,9116,9109,0.74,0.69,62.18,22948,770
2014/6/6,9138,9158,9120,9125,9120.5,0.75,0.70,53.18,22367,1760
2014/6/9,9140,9155,9129,9144,9134.5,0.79,0.71,48.68,24836,2876
2014/6/10,9159,9202,9155,9185,9164.5,0.85,0.75,67.75,25970,3068
2014/6/11,9194,9212,9183,9210,9197.5,0.87,0.76,78.91,26511,5625
2014/6/12,9195,9215,9181,9202,9206,0.82,0.75,85.12,26970,7054
2014/6/13,9170,9199,9156,9195,9198.5,0.77,0.73,62.08,25739,6993
2014/6/16,9180,9214,9175,9200,9197.5,0.78,0.73,42.79,26333,7659
2014/6/17,9207,9248,9203,9242,9221,0.85,0.77,58.81,24239,5565
2014/6/18,9241,9307,9208,9302,9272,0.91,0.81,75.63,10737,-2355
2014/6/19,9187,9237,9181,9226,9264,0.59,0.65,46.47,11976,-1098
2014/6/20,9227,9230,9178,9179,9202.5,0.46,0.58,27.21,8833,761
2014/6/23,9179,9206,9151,9167,9173,0.44,0.56,41.46,9835,-880
2014/6/24,9174,9198,9165,9173,9170,0.46,0.56,48.58,8423,-306
2014/6/25,9146,9170,9137,9156,9164.5,0.41,0.54,67.86,9375,-815
2014/6/26,9181,9237,9176,9230,9193,0.62,0.63,62.65,13002,-215
2014/6/27,9231,9244,9205,9206,9218,0.54,0.59,63,11775,321
2014/6/30,9220,9307,9218,9290,9248,0.70,0.67,76.27,14560,-851
2014/7/1,9299,9401,9289,9380,9335,0.79,0.73,86.46,11803,-352
2014/7/2,9404,9488,9310,9400,9390,0.80,0.74,92.49,9135,2789
2014/7/3,9396,9463,9367,9455,9427.5,0.84,0.77,95.51,10828,2070
2014/7/4,9488,9494,9411,9453,9454,0.84,0.77,97.34,8350,4227
2014/7/7,9452,9453,9398,9451,9452,0.83,0.76,71.29,9930,2997
2014/7/8,9452,9492,9440,9477,9464,0.85,0.78,75.21,11753,1876
2014/7/9,9450,9477,9436,9463,9470,0.78,0.75,67.08,10917,885
2014/7/10,9466,9556,9462,9553,9508,0.87,0.80,79.78,12711,3484
2014/7/11,9540,9566,9450,9486,9519.5,0.64,0.69,67,8281,3698
2014/7/14,9479,9529,9478,9523,9504.5,0.70,0.71,60.61,11538,6048
2014/7/15,9575,9581,9534,9560,9541.5,0.74,0.73,75.15,7377,6230
2014/7/16,9547,9564,9475,9483,9521.5,0.54,0.62,53.19,3732,1529
2014/7/17,9392,9402,9326,9357,9420,0.35,0.49,68.45,233,924
2014/7/18,9285,9372,9281,9339,9348,0.33,0.47,78.65,3605,-364
2014/7/21,9380,9406,9356,9365,9352,0.39,0.50,53.26,4229,1222
2014/7/22,9384,9434,9352,9431,9398,0.52,0.56,34.89,7651,519
2014/7/24,9456,9470,9432,9468,9449.5,0.58,0.59,45.39,9039,4989
2014/7/25,9460,9465,9357,9390,9429,0.44,0.51,46.41,1889,3525
2014/7/28,9370,9422,9342,9386,9388,0.44,0.50,52.43,4400,1492
2014/7/29,9425,9446,9343,9360,9373,0.39,0.48,28.79,966,1254
2014/7/30,9367,9429,9366,9414,9387,0.51,0.53,16.97,5587,767
2014/7/31,9433,9438,9265,9290,9352,0.33,0.42,51.71,-2553,2794
2014/8/1,9236,9264,9209,9251,9270.5,0.29,0.40,72.41,-103,4551
2014/8/4,9260,9297,9233,9285,9268,0.37,0.43,47.35,-234,6612
2014/8/5,9249,9256,9083,9097,9191,0.21,0.32,64.71,-4382,11494
2014/8/6,9079,9129,9059,9097,9097,0.21,0.32,75.16,-1900,6061
2014/8/7,9111,9134,9065,9093,9095,0.21,0.32,73.33,-3829,6691
2014/8/8,9052,9093,8991,9090,9091.5,0.21,0.32,82.28,-1582,4247
2014/8/11,9132,9162,9110,9139,9114.5,0.35,0.37,49.41,-4353,7480
2014/8/12,9152,9158,9103,9122,9130.5,0.33,0.36,26.99,-1381,9467
2014/8/13,9132,9204,9120,9199,9160.5,0.51,0.45,43.18,4502,8226
2014/8/14,9228,9253,9203,9219,9209,0.55,0.47,62.45,3706,9631
2014/8/15,9210,9218,9154,9202,9210.5,0.51,0.45,37.97,2724,9939
2014/8/18,9212,9223,9126,9140,9171,0.38,0.40,41.93,-2840,10672
2014/8/19,9161,9249,9161,9237,9188.5,0.58,0.50,27.94,3502,6983
2014/8/20,9253,9285,9244,9275,9256,0.63,0.53,43.83,1944,3062
2014/8/21,9260,9266,9200,9230,9252.5,0.54,0.49,37.19,-1557,3430
2014/8/22,9249,9388,9247,9378,9304,0.71,0.60,52.81,4049,2256
2014/8/25,9386,9399,9365,9391,9384.5,0.72,0.61,62.51,1225,3124
2014/8/26,9386,9408,9375,9390,9390.5,0.72,0.61,69.65,1669,4608
2014/8/27,9421,9498,9420,9477,9433.5,0.80,0.67,82.12,6258,5646
2014/8/28,9492,9500,9469,9478,9477.5,0.80,0.67,88.44,5229,5410
2014/8/29,9456,9485,9432,9471,9474.5,0.77,0.66,50.34,5564,5238
2014/9/1,9473,9550,9470,9528,9499.5,0.82,0.69,56.02,5258,8731
2014/9/2,9512,9514,9388,9409,9468.5,0.52,0.56,47.64,-1405,9685
2014/9/3,9415,9482,9399,9449,9429,0.59,0.59,43.45,807,8267
2014/9/4,9447,9448,9380,9424,9436.5,0.53,0.56,52.49,-1962,7366
2014/9/5,9444,9463,9370,9406,9415,0.50,0.54,27.4,-2717,8570
2014/9/9,9426,9530,9425,9429,9417.5,0.55,0.56,51.73,-509,8181
2014/9/10,9380,9402,9310,9347,9388,0.39,0.48,51.61,-5615,8607
2014/9/11,9376,9385,9300,9301,9324,0.32,0.44,54.27,-7091,8124
2014/9/12,9325,9328,9229,9246,9273.5,0.26,0.40,68.81,-7629,7834
2014/9/15,9206,9244,9172,9219,9232.5,0.23,0.38,80.22,-5308,6847
2014/9/16,9219,9233,9141,9153,9186,0.18,0.34,87.39,-9423,7070
2014/9/17,9195,9248,9148,9172,9162.5,0.24,0.36,66.33,-5758,4615
2014/9/18,9234,9265,9213,9241,9206.5,0.42,0.44,37.02,-8254,4912
2014/9/19,9281,9304,9240,9263,9252,0.47,0.46,51.25,-8868,7363
2014/9/22,9202,9205,9100,9128,9195.5,0.29,0.36,60.57,-13248,7156
2014/9/23,9106,9152,9102,9114,9121,0.28,0.35,65.22,-11815,4118
2014/9/24,9095,9142,9081,9126,9120,0.31,0.37,72.51,-13290,4982
2014/9/25,9158,9168,8995,9026,9076,0.21,0.31,83.52,-20131,6391
2014/9/26,8958,9022,8937,8982,9004,0.18,0.28,90.38,-16182,3198
2014/9/29,8991,9008,8943,8981,8981.5,0.18,0.28,93.81,-16827,5646
2014/9/30,8961,9021,8871,8991,8986,0.22,0.30,96.51,-22452,3396
2014/10/1,8943,9015,8911,8980,8985.5,0.21,0.29,97.86,-18300,5255
2014/10/2,8920,9020,8905,8992,8986,0.26,0.31,98.61,-19555,4469
